0, 14351615
1800, 13827071
3600, 13827071
5400, 14351615
7200, 13890550
9000, 14022393
10800, 13432824
12600, 13434110
14400, 12910077
16200, 12910077
18000, 13434110
19800, 14153977
21600, 14153977
23400, 14351615
25200, 13827071
27000, 14351615
28800, 14351615
30600, 14351615
32400, 13827071
34200, 14351615
36000, 13827071
37800, 14351615
39600, 14351615
41400, 13827071
43200, 14351615
45000, 14351615
46800, 14351615
48600, 13827071
50400, 13827071
52200, 14351615
54000, 13827071
55800, 13827071
57600, 14351615
59400, 14351615
61200, 14351615
63000, 14351615
64800, 13827071
66600, 13827071
68400, 14351615
70200, 14351615
72000, 14351615
73800, 14351615
75600, 14351615
77400, 14351615
79200, 14153977
81000, 13827071
82800, 13827071
84600, 14351615
86400, 14351615
88200, 13827071
90000, 14351615
91800, 14351615
93600, 13827071
95400, 14351615
97200, 14351615
99000, 13827071
100800, 14351615
102600, 14351615
104400, 14351615
106200, 14153977
108000, 13827071
109800, 13827071
111600, 14351615
113400, 14351615
115200, 14153977
117000, 14876415
118800, 14022393
120600, 2797481
122400, 1872524
124200, 2072732
126000, 2072732
127800, 2072732
129600, 2072732
131400, 2270365
133200, 2072732
135000, 2270365
136800, 2270365
138600, 2270365
140400, 2270365
142200, 2270365
144000, 2270365
145800, 2072732
147600, 2270365
149400, 2270365
151200, 2270365
153000, 2270365
154800, 2270365
156600, 2270365
158400, 2270365
160200, 2270365
162000, 2270365
163800, 2270365
165600, 2270365
167400, 2270365
169200, 2270365
171000, 2469022
172800, 2270365
174600, 2270365
176400, 2469022
178200, 2270365
180000, 2270365
181800, 2270365
183600, 2469022
185400, 2270365
187200, 2469022
189000, 2270365
190800, 2469022
192600, 2270365
194400, 2469022
196200, 2469022
198000, 2270365
199800, 2469022
201600, 2469022
203400, 2469022
205200, 2072732
207000, 2072732
208800, 2469022
210600, 2469022
212400, 2469022
214200, 2469022
216000, 2469022
217800, 2270365
219600, 2469022
221400, 2469022
223200, 2469022
225000, 2469022
226800, 2469022
228600, 2469022
230400, 2469022
232200, 2469022
234000, 2469022
235800, 2469022
237600, 2469022
239400, 2469022
241200, 2469022
243000, 2469022
244800, 2469022
246600, 2469022
248400, 2601374
250200, 2469022
252000, 2469022
253800, 2469022
255600, 2469022
257400, 2469022
259200, 2601374
261000, 2469022
262800, 2601374
264600, 2469022
266400, 2469022
268200, 2469022
270000, 2797481
271800, 2601374
273600, 2469022
275400, 2601374
277200, 2601374
279000, 2601374
280800, 2469022
282600, 2469022
284400, 2601374
286200, 2601374
288000, 2469022
289800, 2601374
291600, 2601374
293400, 2469022
295200, 2601374
297000, 2601374
298800, 2601374
300600, 2601374
302400, 2601374
304200, 2601374
306000, 2601374
307800, 2601374
309600, 2601374
311400, 2601374
313200, 2601374
315000, 2601374
316800, 2601374
318600, 2733471
320400, 2601374
322200, 2733471
324000, 2601374
325800, 2733471
327600, 2601374
329400, 2733471
331200, 2601374
333000, 2931368
334800, 2601374
336600, 2601374
338400, 2601374
340200, 2733471
342000, 2931368
343800, 2733471
345600, 2733471
347400, 2733471
349200, 2733471
351000, 2733471
352800, 2733471
354600, 2733471
356400, 2733471
358200, 2865567
360000, 2733471
361800, 2865567
363600, 2932128
365400, 2865567
367200, 2865567
369000, 2733471
370800, 2865567
372600, 2733471
374400, 2733471
376200, 2865567
378000, 2865567
379800, 2733471
381600, 2865567
383400, 2865567
385200, 2733471
387000, 2865567
388800, 2865567
390600, 2865567
392400, 2865567
394200, 2865567
396000, 2865567
397800, 2865567
399600, 2865567
401400, 2865567
403200, 2865567
405000, 2865567
406800, 2865567
408600, 2865567
410400, 2865567
412200, 2865567
414000, 2865567
415800, 3063963
417600, 2865567
419400, 2932128
421200, 2932128
423000, 2932128
424800, 2932128
426600, 2865567
428400, 2865567
430200, 2932128
432000, 2865567
433800, 2932128
435600, 2932128
437400, 2932128
439200, 2932128
441000, 2865567
442800, 3063969
444600, 2932128
446400, 2932128
448200, 2932128
450000, 3063969
451800, 2865567
453600, 3063969
455400, 3063969
457200, 3063969
459000, 2865567
0, 14351615
1800, 13827071
3600, 13827071
5400, 14351615
7200, 13890550
9000, 14022393
10800, 13432824
12600, 13434110
14400, 12910077
16200, 12910077
18000, 13434110
19800, 14153977
21600, 14153977
23400, 14351615
25200, 13827071
27000, 14351615
28800, 14351615
30600, 14351615
32400, 13827071
34200, 14351615
36000, 13827071
37800, 14351615
39600, 14351615
41400, 13827071
43200, 14351615
45000, 14351615
46800, 14351615
48600, 13827071
50400, 13827071
52200, 14351615
54000, 13827071
55800, 13827071
57600, 14351615
59400, 14351615
61200, 14351615
63000, 14351615
64800, 13827071
66600, 13827071
68400, 14351615
70200, 14351615
72000, 14351615
73800, 14351615
75600, 14351615
77400, 14351615
79200, 14153977
81000, 13827071
82800, 13827071
84600, 14351615
86400, 14351615
88200, 13827071
90000, 14351615
91800, 14351615
93600, 13827071
95400, 14351615
97200, 14351615
99000, 13827071
100800, 14351615
102600, 14351615
104400, 14351615
106200, 14153977
108000, 13827071
109800, 13827071
111600, 14351615
113400, 14351615
115200, 14153977
117000, 14876415
118800, 14022393
120600, 2797481
122400, 1872524
124200, 2072732
126000, 2072732
127800, 2072732
129600, 2072732
131400, 2270365
133200, 2072732
135000, 2270365
136800, 2270365
138600, 2270365
140400, 2270365
142200, 2270365
144000, 2270365
145800, 2072732
147600, 2270365
149400, 2270365
151200, 2270365
153000, 2270365
154800, 2270365
156600, 2270365
158400, 2270365
160200, 2270365
162000, 2270365
163800, 2270365
165600, 2270365
167400, 2270365
169200, 2270365
171000, 2469022
172800, 2270365
174600, 2270365
176400, 2469022
178200, 2270365
180000, 2270365
181800, 2270365
183600, 2469022
185400, 2270365
187200, 2469022
189000, 2270365
190800, 2469022
192600, 2270365
194400, 2469022
196200, 2469022
198000, 2270365
199800, 2469022
201600, 2469022
203400, 2469022
205200, 2072732
207000, 2072732
208800, 2469022
210600, 2469022
212400, 2469022
214200, 2469022
216000, 2469022
217800, 2270365
219600, 2469022
221400, 2469022
223200, 2469022
225000, 2469022
